OID,ROADNUM,TRAFAUTH,TRAFCODE,ROAD,YEARMONTH,STATUS,Shape_Length
-1,4311,נתיבי היובל,70101.000000000000000,4311,202007.000000000000000,קיים,781.400128943651680
-1,4313,נתיבי היובל,70101.000000000000000,4313,202007.000000000000000,קיים,752.051773837579617
-1,4315,נתיבי היובל,70101.000000000000000,4315,202007.000000000000000,קיים,107.342328867736171
-1,4363,משרד הבטחון,60100.000000000000000,4363,202007.000000000000000,קיים,418.429724409542303
-1,44,דרך ארץ,70106.000000000000000,44,202007.000000000000000,קיים,1829.865607754676148
-1,44,דרך ארץ,70106.000000000000000,44,202007.000000000000000,קיים,0.000000000000000
-1,44,נתיבי ישראל,10101.000000000000000,44,202007.000000000000000,קיים,128.346025860193350
-1,443,דרך ארץ,70106.000000000000000,443,202007.000000000000000,קיים,484.844312058830155
-1,443,משרד הבטחון,60100.000000000000000,443,202007.000000000000000,קיים,750.651346346280889
-1,443,משרד הבטחון,60100.000000000000000,443,202007.000000000000000,קיים,292.871585129602181
-1,5505,דרך ארץ,70106.000000000000000,5505,202007.000000000000000,קיים,1517.966644015212523
-1,5505,דרך ארץ,70106.000000000000000,5505,202007.000000000000000,קיים,2944.247930071428982
-1,5505,דרך ארץ,70106.000000000000000,5505,202007.000000000000000,קיים,3527.369464337278714
-1,5505,דרך ארץ,70106.000000000000000,5505,202007.000000000000000,קיים,12.945912697300884
-1,5505,דרך ארץ,70106.000000000000000,5505,202007.000000000000000,קיים,55.472349064203627
-1,4440,דרך ארץ,70106.000000000000000,4440,202007.000000000000000,קיים,162.399339324801360
-1,446,משרד הבטחון,60100.000000000000000,446,202007.000000000000000,קיים,355.194250463291269
-1,461,נתע,10104.000000000000000,461,202104.000000000000000,קיים,759.360576399552770
-1,461,נתע,10104.000000000000000,461,202104.000000000000000,קיים,982.999310194236614
-1,461,נתע,10104.000000000000000,461,202104.000000000000000,קיים,5154.881713316762216
-1,4613,רכבת ישראל,10105.000000000000000,4613,202007.000000000000000,קיים,199.587459135582549
-1,4622,נתיבי איילון,10103.000000000000000,4622,202007.000000000000000,קיים,1084.532349326830854
-1,465,דרך ארץ,70106.000000000000000,465,202007.000000000000000,קיים,507.354731625424165
-1,465,משרד הבטחון,60100.000000000000000,465,202007.000000000000000,קיים,300.871329739461373
-1,471,דרך ארץ,70106.000000000000000,471,202007.000000000000000,קיים,1642.053457392158634
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,128.820175983141041
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,6.465113107847110
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,38.307201664879386
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,106.192488261776191
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,169.696244377212025
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,26.623053957417731
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,139.483028959972245
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,223.676042606855844
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,27.670628443669980
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,206.884234218580929
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,49.453275269179748
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,225.426160035807868
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,33.550857906327252
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,130.870906434145581
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,40.242281231283698
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,62.680161930610623
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,0.089201400750991
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,371.614928323841070
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,42.965423548517961
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,108.918357512643297
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,56.435998352397540
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,22.724550643976187
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,453.800877932578601
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,36.444610598815579
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,103.788245962632971
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,43.550178259000212
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,240.627976528836768
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,100.780298649342228
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,129.563016953165430
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,34.369351244258240
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,105.434131570247018
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,48.947470823509697
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,227.553644293225545
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,49.879071557075925
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,115.428099265429097
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,30.972749312697541
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,93.820007715161083
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,26.241681504519793
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,103.276317701310504
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,81.775472866664529
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,35.919594087869221
-1,481,נתיבי ישראל,10101.000000000000000,481,202212.000000000000000,קיים,105.346983488702605
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,460.471139292565283
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,28.269203826306882
-1,481,נתיבי ישראל,10101.000000000000000,481,202212.000000000000000,קיים,60.219129298458952
-1,481,נתיבי ישראל,10101.000000000000000,481,202212.000000000000000,קיים,106.772055957822786
-1,481,נתיבי ישראל,10101.000000000000000,481,202212.000000000000000,קיים,0.016728716473106
-1,481,נתיבי ישראל,10101.000000000000000,481,202212.000000000000000,קיים,83.573746071711327
-1,481,נתיבי ישראל,10101.000000000000000,481,202212.000000000000000,קיים,34.769225685871668
-1,481,נתיבי ישראל,10101.000000000000000,481,202212.000000000000000,קיים,74.739910661180815
-1,481,נתיבי ישראל,10101.000000000000000,481,202212.000000000000000,קיים,31.090193087070446
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,279.987534870339346
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,35.833570531240781
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,168.389692380123392
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,38.905624635098697
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,85.507886573045226
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,49.263475314053196
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,327.492235722438295
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,27.267161702485911
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,86.303346400764454
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,80.583940787082923
-1,481,נתיבי ישראל,10101.000000000000000,481,202212.000000000000000,קיים,80.854062517617223
-1,481,נתיבי ישראל,10101.000000000000000,481,202212.000000000000000,קיים,44.947985832636576
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,59.194783399606166
-1,481,נתע,10104.000000000000000,481,202007.000000000000000,קיים,56.718427835271299
-1,483,דרך ארץ,70106.000000000000000,483,202007.000000000000000,קיים,778.507060580173061
-1,483,נתיבי ישראל,10101.000000000000000,483,202007.000000000000000,קיים,636.843401133155794
-1,5,דרך ארץ,70106.000000000000000,5,202007.000000000000000,קיים,1867.900322611727461
-1,5,משרד הבטחון,60100.000000000000000,5,202007.000000000000000,קיים,538.623001504304170
-1,5,נתיבי איילון,10103.000000000000000,5,202007.000000000000000,קיים,439.763368840906878
-1,5,נתיבי איילון,10103.000000000000000,5,202007.000000000000000,קיים,43.279167973118987
-1,5,נתיבי איילון,10103.000000000000000,5,202007.000000000000000,קיים,95.363893324621955
-1,5,נתיבי איילון,10103.000000000000000,5,202007.000000000000000,קיים,43.017539760847342
-1,5,נתיבי איילון,10103.000000000000000,5,202007.000000000000000,קיים,333.061338176477250
-1,5,נתיבי איילון,10103.000000000000000,5,202007.000000000000000,קיים,83.033178063502220
-1,5,נתיבי איילון,10103.000000000000000,5,202007.000000000000000,קיים,156.951575729391152
-1,5233,דרך ארץ,70106.000000000000000,5233,202007.000000000000000,קיים,627.184641386415478
-1,5233,דרך ארץ,70106.000000000000000,5233,202007.000000000000000,קיים,328.663830517133249
-1,5233,דרך ארץ,70106.000000000000000,5233,202007.000000000000000,קיים,61.914704834417130
-1,531,דרך ארץ,70106.000000000000000,531,202007.000000000000000,קיים,897.042064849917892
-1,55,דרך ארץ,70106.000000000000000,55,202007.000000000000000,קיים,731.753415756236564
-1,55,משרד הבטחון,60100.000000000000000,55,202007.000000000000000,קיים,401.083353429492547
-1,5505,דרך ארץ,70106.000000000000000,5505,202007.000000000000000,קיים,2126.572333671601882
-1,5505,משרד הבטחון,60100.000000000000000,5505,202007.000000000000000,קיים,88.952574035361963
-1,5514,נתיבי איילון,10103.000000000000000,5514,202007.000000000000000,קיים,73.089330417632723
-1,5514,נתיבי איילון,10103.000000000000000,5514,202007.000000000000000,קיים,290.210205227174981
-1,553,נתיבי איילון,10103.000000000000000,553,202007.000000000000000,קיים,718.251051514463484
-1,554,דרך ארץ,70106.000000000000000,554,202007.000000000000000,קיים,338.522243138515194
-1,557,דרך ארץ,70106.000000000000000,557,202007.000000000000000,קיים,322.453241805379605
-1,557,משרד הבטחון,60100.000000000000000,557,202007.000000000000000,קיים,534.705550559374842
-1,5614,דרך ארץ,70106.000000000000000,5614,202007.000000000000000,קיים,1488.525298673146381
-1,57,דרך ארץ,70106.000000000000000,57,202007.000000000000000,קיים,1556.823898362407590
-1,5714,דרך ארץ,70106.000000000000000,5714,202007.000000000000000,קיים,60.447276898378327
-1,5714,דרך ארץ,70106.000000000000000,5714,202007.000000000000000,קיים,280.207830850249366
-1,5714,דרך ארץ,70106.000000000000000,5714,202007.000000000000000,קיים,97.309604238316837
-1,5715,דרך ארץ,70106.000000000000000,5715,202007.000000000000000,קיים,42.239015224623685
-1,574,דרך ארץ,70106.000000000000000,574,202007.000000000000000,קיים,289.114288196620009
-1,5803,דרך ארץ,70106.000000000000000,5803,202007.000000000000000,קיים,858.718656775783870
-1,5815,דרך ארץ,70106.000000000000000,5815,202007.000000000000000,קיים,654.855961919533229
-1,5923,דרך ארץ,70106.000000000000000,5923,202007.000000000000000,קיים,406.401725015542354
-1,596,משרד הבטחון,60100.000000000000000,596,202007.000000000000000,קיים,341.323249492138245
-1,6,חוצה ישראל,10102.000000000000000,6,202007.000000000000000,קיים,5797.829617059105658
-1,6,חוצה צפון,70103.000000000000000,6,202007.000000000000000,קיים,1552.014996755045559
-1,6,חוצה צפון,70103.000000000000000,6,202007.000000000000000,קיים,795.999180202661933
-1,6,חוצה צפון,70103.000000000000000,6,202007.000000000000000,קיים,784.529844044852325
-1,6,חוצה צפון,70103.000000000000000,6,202007.000000000000000,קיים,374.154209208727536
-1,6,חוצה צפון,70103.000000000000000,6,202007.000000000000000,קיים,6101.878694309109051
-1,61,דרך ארץ,70106.000000000000000,61,202007.000000000000000,קיים,951.353730214102143
-1,6353,דרך ארץ,70106.000000000000000,6353,202007.000000000000000,קיים,106.499387275992973
-1,65,דרך ארץ,70106.000000000000000,65,202007.000000000000000,קיים,2301.523803350525213
-1,653,דרך ארץ,70106.000000000000000,653,202007.000000000000000,קיים,119.020701211701493
-1,6533,דרך ארץ,70106.000000000000000,6533,202007.000000000000000,קיים,104.729104982947860
-1,66,חוצה צפון,70103.000000000000000,66,202007.000000000000000,קיים,330.715156985948568
-1,67,דרך ארץ,70106.000000000000000,67,202007.000000000000000,קיים,943.570530432837700
-1,67,חוצה ישראל,10102.000000000000000,67,202007.000000000000000,קיים,1030.521013037034436
-1,7,דרך ארץ,70106.000000000000000,7,202007.000000000000000,קיים,1595.474679398801982
-1,70,חוצה צפון,70103.000000000000000,70,202007.000000000000000,קיים,1897.344380132824881
-1,70,חוצה צפון,70103.000000000000000,70,202007.000000000000000,קיים,1222.841373216629108
-1,70,חוצה צפון,70103.000000000000000,70,202007.000000000000000,קיים,3208.386809339148385
-1,7011,רכבת ישראל,10105.000000000000000,7011,202007.000000000000000,קיים,200.000012894980017
-1,71,רשות שדות התעופה,60107.000000000000000,71,202007.000000000000000,קיים,407.437982872166515
-1,7213,חוצה צפון,70103.000000000000000,7213,202007.000000000000000,קיים,278.017989298045734
-1,75,חוצה צפון,70103.000000000000000,75,202007.000000000000000,קיים,2427.685614431336035
-1,752,נתיבי איילון,10103.000000000000000,752,202202.000000000000000,קיים,3921.567619884632677
-1,752,נתיבי איילון,10103.000000000000000,752,202202.000000000000000,קיים,1004.338674290704603
-1,7521,נתיבי איילון,10103.000000000000000,7521,202202.000000000000000,קיים,453.796896800185152
-1,7521,נתיבי איילון,10103.000000000000000,7521,202007.000000000000000,קיים,200.124463985096895
-1,7723,חוצה צפון,70103.000000000000000,7723,202007.000000000000000,קיים,328.126475615632955
-1,7723,חוצה צפון,70103.000000000000000,7723,202007.000000000000000,קיים,32.253475732488482
-1,781,נתיבי איילון,10103.000000000000000,781,202102.000000000000000,קיים,3812.277507439048350
-1,79,נתיבי איילון,10103.000000000000000,79,202102.000000000000000,קיים,43.748093279970504
-1,A15a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,145.420340454718655
-1,A15c,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,52.091333626206598
-1,A80a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,71.955199813185203
-1,A80a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,321.386579733749727
-1,A80b,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,121.682288136856130
-1,A80b,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,408.796719623479646
-1,AS06,נתע,10104.000000000000000,,202104.000000000000000,קיים,206.446408088064317
-1,AS08,נתע,10104.000000000000000,,202104.000000000000000,קיים,1079.740727465228474
-1,B005,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,1427.566334130497580
-1,B008,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,1857.826254501347194
-1,B018,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,723.064173140871617
-1,B019,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,1184.869696733319188
-1,B021,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,592.573194326972612
-1,B022,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,557.618284591597785
-1,B023,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,243.068064503785536
-1,B025,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,1370.155316348638962
-1,B028,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,950.120333372544337
-1,B032,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,1519.977423031747549
-1,B033,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,1541.905767496133421
-1,B06a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,594.939914629547047
-1,B06b,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,1051.436383332338437
-1,B06c,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,895.976796543341607
-1,B071,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,250.583182890600000
-1,B072,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,447.326616552822998
-1,B14a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,1128.852288073233240
-1,B14b,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,1231.576251115269770
-1,B14c,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,628.078965307056023
-1,B14c,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,53.695003843340885
-1,B24a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,535.295323501595021
-1,B24b,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,1048.174691392770001
-1,B24c,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,314.550831165311706
-1,B27a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,794.208326178559787
-1,B27b,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,804.601356363951140
-1,B32a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,470.189852673630696
-1,B33a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,282.883997506758988
-1,BI10,נתע,10104.000000000000000,,202104.000000000000000,קיים,187.753684939909988
-1,BI15,נתע,10104.000000000000000,,202104.000000000000000,קיים,578.291950539631216
-1,BN01,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,511.853997767160763
-1,BN07,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,591.907673857382179
-1,BN08,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,1975.316895204646016
-1,BN11,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,645.775105039306254
-1,BN12,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,367.951319533498918
-1,BN13,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,738.119184601526626
-1,BN15,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,656.918898610264591
-1,BN20,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,1660.324384980336845
-1,BN21,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,694.890277488698075
-1,BN33,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,487.000016043979826
-1,BN40,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,1717.989536192184687
-1,BQ23,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,775.602353016019492
-1,BQ25,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,799.853201223365659
-1,BQ26,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,674.437801906838331
-1,BQ27,דרך ארץ,70106.000000000000000,,202007.000000000000000,קיים,598.395157147397526
-1,C50a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,143.389333452923211
-1,C50a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,124.168742832673729
-1,C50a,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,871.820392657592492
-1,C50b,נתיבי היובל,70101.000000000000000,,202007.000000000000000,קיים,187.600240246535662
