n|rsc|org|tag|tagId
86|371|bank_israel|עמלת פרעון מוקדם|--
86|371|bank_israel|ריבית ממוצעת|--
87|374|bank_israel|אוצר וכלכלה|--
87|374|bank_israel|בנק ישראל|--
87|374|bank_israel|לא צמוד|--
87|374|bank_israel|מגזר שיקלי|--
87|374|bank_israel|משכנתאות|--
87|374|bank_israel|ריבית קבועה ממוצעת|--
88|375|bank_israel|אוצר וכלכלה|--
88|375|bank_israel|בנק ישראל|--
88|375|bank_israel|בנקים|--
89|377|bank_israel|אוצר וכלכלה|--
89|377|bank_israel|בנק ישראל|--
89|377|bank_israel|חשבונות מוגבלים|--
89|377|bank_israel|תאגידים|--
90|379|bank_israel|אוצר וכלכלה|--
90|379|bank_israel|בנק ישראל|--
90|379|bank_israel|מדד משולב|--
90|379|bank_israel|שינוי במדד המשולב|--
91|381|bank_israel|אוצר וכלכלה|--
92|408|culture_and_sports|חינוך ותרבות|--
92|408|culture_and_sports|מתקני ספורט|--
92|408|culture_and_sports|נגישות|--
92|408|culture_and_sports|ספורט|--
92|408|culture_and_sports|תחרויות|--
93|425|ministry_of_education|חינוך ותרבות|--
94|46|science-and-technology|מדען ראשי חברי פורום|--
95|48|science-and-technology|מדע|--
95|48|science-and-technology|סל מדע|--
96|481|meteorological_service|אקלים|--
96|481|meteorological_service|השירות המטאורולוגי|--
96|481|meteorological_service|השרות המטאורולוגי|--
96|481|meteorological_service|טמפרטורה|--
96|481|meteorological_service|לחות יחסית|--
96|481|meteorological_service|לחץ|--
96|481|meteorological_service|משקעים|--
96|481|meteorological_service|סביבה|--
96|481|meteorological_service|רוח|--
97|486|betihut-drahim|אוכלוסיה|--
97|486|betihut-drahim|בטיחות|--
97|486|betihut-drahim|בטיחות בדרכים|--
97|486|betihut-drahim|משרד התחבורה|--
97|486|betihut-drahim|תחבורה|--
98|49|science-and-technology|מדע|--
100|500|ministry_of_agriculture|חקלאות|--
100|500|ministry_of_agriculture|ירקות|--
100|500|ministry_of_agriculture|מזון|--
100|500|ministry_of_agriculture|משרד החקלאות|--
100|500|ministry_of_agriculture|פירות|--
100|500|ministry_of_agriculture|פירות וירקות|--
101|502|culture_and_sports|הכשרה|--
101|502|culture_and_sports|מרכזי צלילה|--
101|502|culture_and_sports|ספורט|--
101|502|culture_and_sports|צלילה|--
103|503|culture_and_sports|מוזיאונים|--
104|504|culture_and_sports|סרטים|--
107|507|culture_and_sports|הכשרה|--
107|507|culture_and_sports|מוסד|--
107|507|culture_and_sports|נהיגה ספורטיבית|--
108|508|culture_and_sports|דרגות|--
108|508|culture_and_sports|נהיגה|--
108|508|culture_and_sports|נהיגה ספורטיבית|--
108|508|culture_and_sports|רישיון|--
109|51|science-and-technology|חוגים|--
109|51|science-and-technology|סל מדע|--
110|510|culture_and_sports|מוזיאון|--
110|510|culture_and_sports|מוכר|--
110|510|culture_and_sports|תרבות|--
111|517|culture_and_sports|הכשר|--
111|517|culture_and_sports|מאושרים|--
111|517|culture_and_sports|מאמנים|--
111|517|culture_and_sports|מוסדו|--
111|517|culture_and_sports|קורסים|--
112|518|culture_and_sports|מוסדות הכשרה|--
112|518|culture_and_sports|מידעונים|--
113|519|culture_and_sports|תוכנית לימודים ענף ספורט הכשרת מדריכים|--
114|52|science-and-technology|חלל|--
114|52|science-and-technology|טכנולוגיה|--
114|52|science-and-technology|מדע|--
115|520|culture_and_sports|תוכניות לימודים הכשרת מאמנים ענף ספורט|--
116|521|culture_and_sports|ענפי קרב מוכרים|--
117|53|science-and-technology|משרד המדע|--
118|531|mof|אוצר וכלכלה|--
118|531|mof|שינויים תקציב|--
118|531|mof|תקציב|--
119|532|culture_and_sports|מנהלי מחלקות ספורט רשויות מקומיות|--
120|534|mof|אוצר וכלכלה|--
120|534|mof|ביצוע|--
120|534|mof|תקציב|--
121|535|culture_and_sports|סוגי מתקן|--
121|535|culture_and_sports|סל הספורט|--
122|536|culture_and_sports|גיל|--
122|536|culture_and_sports|ספורט|--
122|536|culture_and_sports|ענף|--
123|537|ministry_of_immigrant_absorption|אוכלוסיה|--
123|537|ministry_of_immigrant_absorption|משרד לקליטת עליה|--
123|537|ministry_of_immigrant_absorption|עולים חדשים|--
123|537|ministry_of_immigrant_absorption|עלייה|--
123|537|ministry_of_immigrant_absorption|קליטה|--
124|538|ministry_of_immigrant_absorption|אוכלוסיה|--
126|539|ministry_of_immigrant_absorption|אוכלוסיה|--
127|54|science-and-technology|משרד המדע|--
128|541|culture_and_sports|מומחי שימור מוזיאונים|--
129|542|isa|אוצר וכלכלה|--
129|542|isa|יועצי השקעות|--
129|542|isa|מנהלי תיקים|--
129|542|isa|רשות ניירות הערך|--
130|543|isa|אוצר וכלכלה|--
131|544|isa|אוצר וכלכלה|--
131|544|isa|חברות חיתום|--
131|544|isa|חתמים|--
131|544|isa|רשות ניירות הערך|--
132|545|isa|אוצר וכלכלה|--
132|545|isa|חתמים|--
132|545|isa|חתמים מורשים|--
132|545|isa|רשות לניירות ערך|--
132|545|isa|רשות ניירות הערך|--
133|547|knesset|הכנה בוועדה|--
133|547|knesset|הכנסת|--
133|547|knesset|הצעות חוק|--
133|547|knesset|הצעות חוק ממשלתיות|--
133|547|knesset|הצעות חוק פרטיות|--
133|547|knesset|הצעת חוק ממשלתית|--
133|547|knesset|הצעת חוק פרטית|--
133|547|knesset|הצעת חוק של ועדה|--
133|547|knesset|כנסת|--
133|547|knesset|לדיון במליאה|--
133|547|knesset|משפט|--
133|547|knesset|קריאה ראשונה|--
133|547|knesset|קריאה שלישית|--
133|547|knesset|קריאה שלישת|--
133|547|knesset|קריאה שניה|--
133|547|knesset|קריאה שנייה|--
134|548|knesset|הכנסת|--
134|548|knesset|הצעות חוק|--
134|548|knesset|חקיקה|--
134|548|knesset|כנסת|--
134|548|knesset|משפט|--
134|548|knesset|קריאה שלישית|--
135|549|knesset|אוצר וכלכלה|--
135|549|knesset|חברי כנסת|--
135|549|knesset|כנסת|--
135|549|knesset|ממשלות|--
135|549|knesset|סיעות|--
136|551|culture_and_sports|ספריות ציבוריות חברי מועצה|--
137|552|culture_and_sports|קולנוע חברי מועצה|--
138|557|ministry_of_the_environment|קרינה|--
139|558|culture_and_sports|אלימות ספורט|--
140|559|culture_and_sports|קידום נשים ספורט חברי מועצה|--
141|56|science-and-technology|משרד המדע|--
142|564|mof|אוצר וכלכלה|--
142|564|mof|משרד האוצר|--
142|564|mof|תקציב 2013|--
142|564|mof|תקציב 2014|--
142|564|mof|תקציב המדינה|--
143|566|culture_and_sports|מאגר יועצים משפטיים|--
144|568|culture_and_sports|אגרה|--
144|568|culture_and_sports|נהיגה|--
144|568|culture_and_sports|נהיגה ספורטיבית|--
144|568|culture_and_sports|רישוי|--
144|568|culture_and_sports|רישיון|--
145|591|science-and-technology|מוזיאונים חברי מועצה|--
146|609|culture_and_sports|התאחדות תאגיד נהיגה ספורטיבית|--
147|61|science-and-technology|משרד המדע|--
148|62|science-and-technology|משרד המדע|--
149|642|culture_and_sports|ספריות ציבוריות|--
150|643|culture_and_sports|ביקורת סרטים חברי מועצה|--
151|650|culture_and_sports|סרטים|--
152|651|bank_israel|אוצר וכלכלה|--
152|651|bank_israel|בנק ישראל|--
152|651|bank_israel|מטבע חוץ|--
152|651|bank_israel|שערי חליפין|--
153|652|bank_israel|אוצר וכלכלה|--
154|653|bank_israel|2013|--
154|653|bank_israel|אוצר וכלכלה|--
154|653|bank_israel|בנק ישראל|--
154|653|bank_israel|מטבע יציג|--
154|653|bank_israel|שערי מטבע|--
155|659|isa|אוצר וכלכלה|--
155|659|isa|השקעות|--
155|659|isa|חברות ייעוץ השקעות|--
155|659|isa|ניהול תיקים|--
155|659|isa|ניירות ערך|--
156|671|ministry_of_agriculture|בקר|--
156|671|ministry_of_agriculture|בריאות ורווחה|--
156|671|ministry_of_agriculture|דגים|--
156|671|ministry_of_agriculture|וטרינרים|--
156|671|ministry_of_agriculture|חקלאות|--
156|671|ministry_of_agriculture|מחלות בעלי חיים|--
156|671|ministry_of_agriculture|סביבה|--
156|671|ministry_of_agriculture|סוסים|--
157|673|ministry_of_agriculture|הדברה|--
157|673|ministry_of_agriculture|חקלאות|--
157|673|ministry_of_agriculture|סביבה|--
158|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|borehole|--
158|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|water|--
158|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|טיוב|--
158|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|מים|--
158|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|קידוח|--
158|6b1c032a-fdc1-4f92-bee1-14d6bf6af910|water_authority|רשות המים|--
159|711|mof|אוצר וכלכלה|--
159|711|mof|משרד האוצר|--
159|711|mof|שינויי תקציב|--
159|711|mof|תקציב 2013|--
159|711|mof|תקציב המדינה|--
160|808|mof|אוצר וכלכלה|--
161|813|ministry_of_justice|חוק חופש המידע|--
161|813|ministry_of_justice|משפט|--
162|814|ministry_of_justice|חופש המידע|--
162|814|ministry_of_justice|משפט|--
162|814|ministry_of_justice|תשובות לבקשות|--
163|826|israel_mapping_center|מטה דאטה|--
163|826|israel_mapping_center|סביבה|--
163|826|israel_mapping_center|שכבות|--
164|827|israel_mapping_center|מפות|--
164|827|israel_mapping_center|מרחק בין יישובים|--
164|827|israel_mapping_center|מרחקי דרך|--
164|827|israel_mapping_center|מרכז למיפוי ישראל|--
164|827|israel_mapping_center|סביבה|--
165|828|israel_mapping_center|אוכלוסיה|--
165|828|israel_mapping_center|מיפוי ישראל|--
165|828|israel_mapping_center|סביבה|--
165|828|israel_mapping_center|קואורדינטות ITM|--
166|829|israel_mapping_center|מיפוי ישראל|--
166|829|israel_mapping_center|מפות כבישים|--
166|829|israel_mapping_center|פריסת כבישים|--
166|829|israel_mapping_center|תחבורה|--
167|830|israel_mapping_center|GPS|--
167|830|israel_mapping_center|דיוק גבוה|--
167|830|israel_mapping_center|מיקום על פי לווין|--
167|830|israel_mapping_center|סביבה|--
167|830|israel_mapping_center|תחנות קבע|--
168|831|israel_mapping_center|מיפוי ישראל|--
168|831|israel_mapping_center|מפות|--
168|831|israel_mapping_center|מפות 25000|--
168|831|israel_mapping_center|סביבה|--
168|831|israel_mapping_center|קנה מידה 25000|--
169|832|israel_mapping_center|מפות 50000|--
169|832|israel_mapping_center|מפי|--
169|832|israel_mapping_center|מרכז למיפוי ישראל|--
169|832|israel_mapping_center|סביבה|--
170|833|israel_mapping_center|מפתח מפות|--
170|833|israel_mapping_center|סביבה|--
171|860|rabinical_court|אוכלוסיה|--
171|860|rabinical_court|דת|--
171|860|rabinical_court|משפט|--
172|861|rabinical_court|בתי דין|--
172|861|rabinical_court|בתי הדין הרבניים|--
172|861|rabinical_court|משפט|--
173|862|rabinical_court|בתי דין הרבניים|--
173|862|rabinical_court|בתי הדין|--
173|862|rabinical_court|גירושין|--
173|862|rabinical_court|דת|--
173|862|rabinical_court|משפט|--
173|862|rabinical_court|פסקי דין|--
174|863|rabinical_court|אוכלוסיה|--
174|863|rabinical_court|בתי הדין הרבניים|--
174|863|rabinical_court|גירושין|--
174|863|rabinical_court|דת|--
175|864|rabinical_court|בתי דין רבניים|--
175|864|rabinical_court|בתי הדין|--
175|864|rabinical_court|דת|--
175|864|rabinical_court|משפט|--
176|865|rabinical_court|בתי דין רבניים|--
176|865|rabinical_court|בתי הדין הרבניים|--
176|865|rabinical_court|דת|--
176|865|rabinical_court|משפט|--
177|926|israel_mapping_center|אוכלוסיה|--
177|926|israel_mapping_center|סביבה|--
177|926|israel_mapping_center|שדה תעופה|--
177|926|israel_mapping_center|שדות תעופה|--
177|926|israel_mapping_center|תחבורה|--
178|928|israel_mapping_center|נמלי פריקה והטענה|--
178|928|israel_mapping_center|נמלים|--
178|928|israel_mapping_center|סביבה|--
178|928|israel_mapping_center|פריקה|--
178|928|israel_mapping_center|תחבורה|--
179|930|israel_mapping_center|ים|--
179|930|israel_mapping_center|נמל|--
179|930|israel_mapping_center|נמלים ימיים|--
179|930|israel_mapping_center|סביבה|--
180|931|israel_mapping_center|סביבה|--
180|931|israel_mapping_center|שכבת דרכים|--
180|931|israel_mapping_center|תחבורה|--
181|932|israel_mapping_center|מסילות ברזל|--
181|932|israel_mapping_center|סביבה|--
182|933|israel_mapping_center|אנרגיה ומים|--
182|933|israel_mapping_center|נחל|--
182|933|israel_mapping_center|נחלים|--
182|933|israel_mapping_center|סביבה|--
182|933|israel_mapping_center|שכבת נחלים|--
183|934|isa|אוצר וכלכלה|--
183|934|isa|קרנות נאמנות|--
184|935|isa|אוצר וכלכלה|--
184|935|isa|מנהלי קרנות נאמנות|--
185|943|haifa|אוכלוסיה|--
185|943|haifa|איכות הסביבה|--
185|943|haifa|בתי כנסת|--
185|943|haifa|חינוך ותרבות|--
185|943|haifa|חיפה|--
186|944|haifa|אוכלוסיה|--
186|944|haifa|אזורים|--
186|944|haifa|חיפה|--
186|944|haifa|רובע|--
186|944|haifa|רחובות|--
187|945|haifa|אוכלוסיה|--
188|946|haifa|אוכלוסיה|--
188|946|haifa|חינוך ותרבות|--
189|947|haifa|אוכלוסיה|--
189|947|haifa|בריאות ורווחה|--
190|953|mof|אוצר וכלכלה|--
191|958|social_security|אוכלוסיה|--
192|961|mof|אוצר וכלכלה|--
193|969|mof|אוצר וכלכלה|--
193|969|mof|תקציב|--
194|982|mof|אוצר וכלכלה|--
194|982|mof|תקציב וביצוע|--
195|983|rabinical_court|דת|--
195|983|rabinical_court|משפט|--
195|983|rabinical_court|סנקציות|--
196|991|mof|אוצר וכלכלה|--
196|991|mof|תקציב|--
198|academic|israel_mapping_center|המרכז למיפוי ישראל|--
198|academic|israel_mapping_center|חינוך ותרבות|--
199|accessibilityorders|ministry_of_justice|משרד המשפטים|--
199|accessibilityorders|ministry_of_justice|תיקי פיקוח|--
201|accidents_municipal|ministry_of_transport|gis|--
201|accidents_municipal|ministry_of_transport|חצב|--
201|accidents_municipal|ministry_of_transport|ממג|--
201|accidents_municipal|ministry_of_transport|רשות מוניציפלית|--
201|accidents_municipal|ministry_of_transport|תאונות דרכים|--
202|accid_taz|ministry_of_transport|gis|--
202|accid_taz|ministry_of_transport|אזורי תנועה|--
202|accid_taz|ministry_of_transport|חצב|--
202|accid_taz|ministry_of_transport|ממג|--
202|accid_taz|ministry_of_transport|תאונות דרכים|--
203|acquifer|water_authority|water|--
203|acquifer|water_authority|אקוויפר|--
203|acquifer|water_authority|מים|--
203|acquifer|water_authority|רשות המים|--
206|aidtools|moital|כלי סיוע|--
206|aidtools|moital|כלכלה|--
208|airport|ministry_of_transport|GIS|--
208|airport|ministry_of_transport|airport|--
208|airport|ministry_of_transport|חצב|--
208|airport|ministry_of_transport|ממג|--
208|airport|ministry_of_transport|שדות תעופה|--
208|airport|ministry_of_transport|תעופה אזרחית|--
209|air-stations|ministry_of_the_environment|המשרד להגנת הסביבה|--
209|air-stations|ministry_of_the_environment|זיהום אוויר|--
210|airstrip|ministry_of_transport|gis|--
210|airstrip|ministry_of_transport|חצב|--
210|airstrip|ministry_of_transport|ממג|--
210|airstrip|ministry_of_transport|מנחתים|--
210|airstrip|ministry_of_transport|תעופה אזרחית|--
211|alhakav|ministry_of_transport|תחבורה ציבורית|--
212|aluyot-pituach|ministry_of_housing|בניה עירונית|--
212|aluyot-pituach|ministry_of_housing|עלויות פיתוח|--
213|ambrosia|ministry_of_the_environment|מגוון ביולוגי|--
213|ambrosia|ministry_of_the_environment|מים|--
213|ambrosia|ministry_of_the_environment|נחלים|--
213|ambrosia|ministry_of_the_environment|סביבה|--
215|antennaactive|ministry_of_the_environment|אנטנות|--
215|antennaactive|ministry_of_the_environment|טלפון|--
215|antennaactive|ministry_of_the_environment|סביבה|--
215|antennaactive|ministry_of_the_environment|סלולריות|--
215|antennaactive|ministry_of_the_environment|קרינה|--
215|antennaactive|ministry_of_the_environment|תקשורת|--
216|antenna_hakama|ministry_of_the_environment|אנטנות|--
216|antenna_hakama|ministry_of_the_environment|טלפון|--
216|antenna_hakama|ministry_of_the_environment|סביבה|--
216|antenna_hakama|ministry_of_the_environment|סלולריות|--
216|antenna_hakama|ministry_of_the_environment|קרינה|--
216|antenna_hakama|ministry_of_the_environment|תקשורת|--
217|ap|ministry_of_the_environment|רעש שדות שדה תעופה סביבה|--
219|approved-items-by-personal-import|tikshoret|יבוא ציוד|--
219|approved-items-by-personal-import|tikshoret|מכס|--
219|approved-items-by-personal-import|tikshoret|מסלול|--
219|approved-items-by-personal-import|tikshoret|משרד התקשורת|--
219|approved-items-by-personal-import|tikshoret|ציוד אלחוטי|--
219|approved-items-by-personal-import|tikshoret|ציוד קצה|--
220|aquifer_level_history|water_authority|level|--
220|aquifer_level_history|water_authority|water|--
220|aquifer_level_history|water_authority|אקוויפר|--
220|aquifer_level_history|water_authority|מים|--
220|aquifer_level_history|water_authority|מפלס|--
220|aquifer_level_history|water_authority|רשות המים|--
221|aquifer-sensitivity|ministry_of_the_environment|אקוויפרים|--
221|aquifer-sensitivity|ministry_of_the_environment|דלק|--
221|aquifer-sensitivity|ministry_of_the_environment|זיהום|--
221|aquifer-sensitivity|ministry_of_the_environment|סביבה|--
221|aquifer-sensitivity|ministry_of_the_environment|רגישות|--
222|ararim|ministry_of_justice|בתי דין לעררים|--
222|ararim|ministry_of_justice|משרד המשפטים|--
224|archivesfreedomofinformationforzover|ministry_of_the_environment|מאגר חופש המידע|--
225|archivespermissiontostreamforzover|ministry_of_the_environment|הזרמה לנחלים|--
225|archivespermissiontostreamforzover|ministry_of_the_environment|מאגר צווי הרשאה|--
227|archives-yco|archives|אוכלוסיה|--
227|archives-yco|archives|ארכיון המדינה|--
227|archives-yco|archives|ועדת בהלול מינקובסקי|--
227|archives-yco|archives|ועדת כהן קדמי|--
227|archives-yco|archives|ועדת שלגי|--
230|arrivaltostationdayandhours|ministry_of_transport|אוטובוסים|--
230|arrivaltostationdayandhours|ministry_of_transport|משרד התחבורה|--
230|arrivaltostationdayandhours|ministry_of_transport|תחבורה|--
230|arrivaltostationdayandhours|ministry_of_transport|תחבורה ציבורית|--
231|arrivaltostationhours|ministry_of_transport|אוטובוסים|--
231|arrivaltostationhours|ministry_of_transport|משרד התחבורה|--
231|arrivaltostationhours|ministry_of_transport|תחבורה|--
231|arrivaltostationhours|ministry_of_transport|תחבורה ציבורית|--
232|asbest|ministry_of_the_environment|איכות הסביבה|--
232|asbest|ministry_of_the_environment|אסבסט|--
232|asbest|ministry_of_the_environment|הגנת הסביבה|--
232|asbest|ministry_of_the_environment|המשרד להגנת הסביבה|--
232|asbest|ministry_of_the_environment|סביבה|--
232|asbest|ministry_of_the_environment|רישיונות|--
234|asbestsamplinganalysis|ministry_of_the_environment|אנליזה|--
234|asbestsamplinganalysis|ministry_of_the_environment|אסבסט|--
234|asbestsamplinganalysis|ministry_of_the_environment|דיגום|--
234|asbestsamplinganalysis|ministry_of_the_environment|מעבדות|--
234|asbestsamplinganalysis|ministry_of_the_environment|סביבה|--
235|asbest-waste-sites|ministry_of_the_environment|איכות הסביבה|--
235|asbest-waste-sites|ministry_of_the_environment|אסבסט|--
235|asbest-waste-sites|ministry_of_the_environment|אתרי פסולת|--
235|asbest-waste-sites|ministry_of_the_environment|סביבה|--
235|asbest-waste-sites|ministry_of_the_environment|פסולת|--
238|assb122019|mof|תקציב|--
240|assb32019|mof|שינויים בתקציב|--
241|assb32020|mof|תקציב|--
242|assb62017|mof|שינויים בתקציב|--
243|assb62018|mof|שינויים בתקציב|--
244|assb62020|mof|תקציב|--
245|assb92017|mof|שינויים בתקציב|--
246|assb92018|mof|שינויים ב|--
247|assb92019|mof|שינויים ב|--
248|assb92020|mof|תקציב|--
249|atarim-leumim|ministry_of_the_environment|סביבה|--
252|audit-cities|interior_affairs|אוצר וכלכלה|--
