n|rsc|name|format|dateCr|dateMo|id|size
574|local_council|דוחות כספיים מבוקרים של מועצות אזוריות לשנת 2019|CSV|2021-04-11|2021-05-11|1763aaea-ede6-4a8f-ab5b-70e41378fad4|51005906
574|local_council|דוחות כספיים מבוקרים של מועצות אזוריות לפי שנים  2017-2018- עדכון אפריל 2020|CSV|2020-01-19|2020-05-19|ac50b677-c9ce-455e-846a-0f114f040911|102003339
574|local_council|דוחות כספיים מבוקרים של מועצות אזוריות לשנת 2018-עדכון אפריל 2020|CSV|2020-01-19|2020-05-19|76081799-d4b9-4f82-a74c-513466514b38|51025859
574|local_council|דוחות כספיים מבוקרים של מועצות אזוריות לשנת 2017-עדכון אפריל 2020|CSV|2020-05-25|2020-05-25|4394a613-ce75-4732-90c3-85f69c489d1b|50977648
574|local_council|מועצות אזוריות 2016|CSV|2020-01-19|2021-05-04|e3da385c-9816-4209-ba7c-b93b77afd830|54991305
574|local_council|דוחות כספיים מבוקרים-מועצות אזוריות(מ-ת) לשנת 2015|XLSX|2016-11-14|2016-11-14|f1b54c43-35ee-43b1-9bd7-3745d009c387|None
574|local_council|דוחות כספיים מבוקרים-מועצות אזוריות(א-ל) לשנת 2015|XLSX|2016-11-14|2016-11-14|439f4d7e-38d0-4987-9880-739d7514176f|None
574|local_council|דוחות כספיים מבוקרים של מועצות אזוריות לשנת 2014|XLSX|2016-06-09|2016-06-09|b8aa9553-01eb-4210-abbd-9ce64f9f35eb|None
576|lod|תצלום אויר 2015 2 מטר - גליון לוד|ZIP|2017-11-02|2017-11-02|47955660-ae3a-40f5-b92d-0674d6aaedba|None
577|longtermforecast_rain|הסבר לפורמט נתונים חזויים - גשם .docx|DOCX|2021-05-06|2021-05-06|4cd5def7-7773-4671-92e7-f48873ba03f9|35229
577|longtermforecast_rain|AKKO_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|4211a220-b991-4c5e-9b65-5f55a5906d5f|30814727
577|longtermforecast_rain|BEEROT-YIZHAQ_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|e15a10d3-03ab-4cde-b726-375545c93c98|30356405
577|longtermforecast_rain|BEER-TUVEYA_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|8578cf51-dac5-45f4-8a32-7fb48da9e6d7|30328506
577|longtermforecast_rain|EN-HAHORESH_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|ff321459-d471-44f3-967a-fef1904e83ab|30683954
577|longtermforecast_rain|EN-KARMEL_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|ba005cb7-1dd5-4a21-a322-1fa1c3922132|30683213
577|longtermforecast_rain|EVRON_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|78842f13-b903-4492-8000-d46de1879beb|30827956
577|longtermforecast_rain|EYAL_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|18f5d971-8a14-4615-b2d9-d5571b499aa2|30355659
577|longtermforecast_rain|GAASH_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|0d185d42-e0f8-46af-bea7-e2bfc40e33be|30412988
577|longtermforecast_rain|GAN-SHELOMO_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|77d755a8-ba14-4dce-a241-d68bdabd92ec|30252210
577|longtermforecast_rain|GAN-SHEMUEL_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|a0b74a24-9fca-4863-9a87-bec727fa10a7|30563933
577|longtermforecast_rain|HAIFA-PORT_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|75d21cff-1f9f-473b-8de3-3f4948790f04|30749798
577|longtermforecast_rain|KEFAR-MENAHEM_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|b5fbc6ab-5f1a-41de-938e-73f8ca09df83|29964357
577|longtermforecast_rain|KEFAR-ROSH-HANIKRA_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|15813a0b-a850-4d34-b3ba-ab5a1a7369fe|30729567
577|longtermforecast_rain|MASSUOT-YIZHAQ_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|3c6d6402-8daf-43dd-8b5e-f40c6303a4f5|30179646
577|longtermforecast_rain|KEFAR-SHEMARYAHU_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|e2b37464-52a4-4656-877e-3dbc80f00e7d|30592605
577|longtermforecast_rain|MIQWE-YISRAEL_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|39fde484-c68d-474e-a2e9-60e13bf6d818|30293962
577|longtermforecast_rain|NAHAL-OZ_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|2f3b1556-dd54-485c-8a43-e43f098fefbe|29810110
577|longtermforecast_rain|NEGBA_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|db574020-c3cf-4c34-a2b4-5e9c46c296b4|30209734
577|longtermforecast_rain|NIR-GALIM_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|e49e5288-8db7-4866-870f-20d3303e3da5|30402528
577|longtermforecast_rain|QEVUZAT-YAVNE_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|a6faef52-2e2d-4823-be60-be0b0635792a|30398908
577|longtermforecast_rain|REGAVIM_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|ce7ed4f1-2bf9-4201-bec3-e78fc54a83c9|30556115
577|longtermforecast_rain|YAGUR_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|e5edcc31-05b3-4f20-a127-17d8ad745286|30709418
577|longtermforecast_rain|ALLON-HAGALIL_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|14b12f91-09be-4be7-9e3b-e07824bc2b7a|30802510
577|longtermforecast_rain|BEERI_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|80b88182-6f21-4e9a-b728-bf6438b7ac5d|29833992
577|longtermforecast_rain|BEIT-JIMAL_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|eadb28ba-54d7-4a1f-925e-271020e5d01b|30224939
577|longtermforecast_rain|BET-GUVRIN_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|978ee209-994d-4e37-8896-9b389938c1ce|30177892
577|longtermforecast_rain|BET-HASHITTA_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|9922249a-8484-4858-a5c6-47dd6432bf81|30286644
577|longtermforecast_rain|ELON_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|a5f9c7ef-54af-4b13-be6e-3de501802298|31295144
577|longtermforecast_rain|EN-HAROD-M_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|6ad996d3-e346-400f-8a3f-bf4420b35cdf|30219347
577|longtermforecast_rain|GAZIT_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|044d79c8-5140-42b7-8f06-5c4c0f281579|30424073
577|longtermforecast_rain|GIVAT-OZ_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|2ce77f28-441b-4fc0-810e-83ed78a09632|30623373
577|longtermforecast_rain|KEFAR-GILADI_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|2b26e2b5-3aec-46ca-9d7c-94e9a96e9207|31088378
577|longtermforecast_rain|LAVI_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|eda6a1fa-7aab-4671-825a-68c239474090|30525842
577|longtermforecast_rain|MAGEN_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|79c6fe2c-5d44-4694-96b7-25ba10986043|29728641
577|longtermforecast_rain|PAROD-GARDOSH_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|374a1ebf-f2b5-434d-9520-c5a4b706c84f|30591903
577|longtermforecast_rain|QIRYAT-ANAVIM_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|05955447-b413-4895-8c97-a1e5d0084f16|30594420
577|longtermforecast_rain|SARID_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|4e3abfbe-f418-473c-a52c-8d03a78ea6c7|30700003
577|longtermforecast_rain|YEHIAM_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|c8da3401-3af3-4873-bed6-009085be6bb9|31031207
577|longtermforecast_rain|YIRON_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|3b2d0ab7-5d3f-4a9b-a98a-cfdbd85d3a75|31005498
577|longtermforecast_rain|ZEFAT-HAR-KENAAN_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|10ed98ca-2a66-43b8-a284-cd5d4da20b78|31224965
577|longtermforecast_rain|HAMADYA_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|4c82c735-ad2e-4b91-a552-aedfe3e65362|30089974
577|longtermforecast_rain|HAZOREA_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|84680e7f-79b7-4ec6-8e89-a7a400ea8786|30868951
577|longtermforecast_rain|HULDA_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|f182b3a2-1206-469f-b19b-c464c26c361d|30199126
577|longtermforecast_rain|JERUSALEM-CENTRE_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|b7bf19a9-eaf9-4866-8f5e-05c52f42cab8|30722655
577|longtermforecast_rain|ASHDOT-YAAQOV_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|f940041e-d51b-4249-91f2-705ee8461e8d|30186253
577|longtermforecast_rain|AYYELET-HASHAHAR_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|34b40038-3634-432f-b418-b4ae52ae7161|30753240
577|longtermforecast_rain|BEER-SHEVA_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|1822666c-ea5d-4c78-ab70-056b86d2e9f4|29782018
577|longtermforecast_rain|DEGANYA-ALEF_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|37680170-9ac5-4af0-9d2f-61428b002dcb|30598752
577|longtermforecast_rain|DOROT_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|4b7524a8-2ff4-4953-bd56-1a7ae9043bd8|30074241
577|longtermforecast_rain|ELAT_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|f779dcd6-6ce3-4bfd-ab93-4211e1bcb1ce|28627220
577|longtermforecast_rain|KINNERET-COLONY_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|d65cf9f7-5491-4644-8784-96b5599b65e3|30423908
577|longtermforecast_rain|LAHAV_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|3aa4e3f4-6ed1-48a8-81e6-eea199f64722|30000451
577|longtermforecast_rain|MAYAN-BARUKH_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|096bc120-8695-41d9-8513-f1581eb8eee0|30883897
577|longtermforecast_rain|NEOT-MORDEKHAY_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|07ab5c12-0759-49ab-ad7e-d8b66f27ca1a|30713500
577|longtermforecast_rain|REVIVIM_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|8997e7df-a109-479a-8026-8f2ea24bdd60|29320864
577|longtermforecast_rain|RUHAMA_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|97a5d101-b5e3-42e5-89b9-764f49ba01f4|29790162
577|longtermforecast_rain|SEDE-BOQER_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|72112613-b84b-4c6f-b089-077ce838d2b5|29294569
577|longtermforecast_rain|SEDE-ELIYYAHU_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|dbc0d519-66fb-4e1a-b347-ab211476e548|30245262
577|longtermforecast_rain|SEDOM_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|e841006a-2393-4ab3-bc62-37c84d795988|28815485
577|longtermforecast_rain|URIM_pr_15models_rcp45_rcp85_QDM.csv|CSV|2021-05-06|2021-05-06|d069fc6a-6a71-4565-8e77-6a76dac799ab|29601409
578|lrt_line|LRT_LINE_SHP|ZIP|2019-09-03|2022-07-06|9d98bcd1-8399-47fe-b9b2-af8971b0a16d|60191
578|lrt_line|LRT_LINE_KMZ|ZIP|2019-09-18|2022-07-06|48051902-f9cd-49f9-840d-c8f13beb8612|77517
578|lrt_line|LRT_LINE_csv|CSV|2019-09-18|2022-07-06|ddd624b1-b244-4184-a94a-3629927cea0b|4078
578|lrt_line|מטאדאטה|PDF|2020-11-02|2022-07-06|654432e4-3fdd-41a1-925e-d15119d00a6f|173147
579|lrt_stat|LRT_STAT_SHP|ZIP|2019-09-04|2022-07-06|93400849-51ff-42c9-a151-cbaee630ded2|18498
579|lrt_stat|LRT_STAT_KMZ|ZIP|2019-09-18|2022-07-06|a196eedd-f52c-4237-ace9-c2a0a6c53c3f|24766
579|lrt_stat|LRT_STAT_csv|CSV|2019-09-18|2022-07-06|b2ca8ac5-d7ea-41a5-8119-a30e98cf71e0|158
579|lrt_stat|מטאדאטה|PDF|2020-11-02|2022-07-06|f54d8719-9b79-45a4-bc8d-d331b8a97405|167520
581|maale|מאגר החלטות בית הדין לעניין שירות התעסוקה-קורונה|XLSX|2021-01-27|2021-01-27|e987099e-ac4d-4b9e-8317-4829a8c205f2|24039
582|maaleadumimpublicbuildings|רשימת מיבני מסחר|CSV|2021-03-21|2023-02-09|3a66e7b0-66a4-435c-a093-fb0e6aa59857|9332
583|mactzavot|רשימת מחצבות|CSV|2021-03-21|2023-02-09|688a5f1d-75d1-46a6-829d-57a3125ab97a|668
584|madbirim|מדבירים מורשים|CSV|2017-06-11|2023-03-23|4941fd97-9f9f-4e45-b117-9f71735e9845|290953
585|maflasmultiannual|מפל"ס - רב שנתי|CSV|2019-04-07|2022-08-25|87c88ab8-3076-4422-a8fb-27bc57ce4b76|127662905
586|maflasmultiannualforzover|||2019-08-20|--|78748f2a-eb80-422e-92ce-f5953117c3d2|None
586|maflasmultiannualforzover|מפל"ס - רשימת מפעלים |CSV|2019-08-20|2022-08-25|7ad8ddc7-87f4-45f9-84e4-d7f972662153|4560438
587|mahirlair_city|MAHIRLAIR_CITY_SHP|ZIP|2019-09-02|2023-02-20|fa75d57c-1170-42f6-ba38-c44b0bed4652|50782
587|mahirlair_city|MAHIRLAIR_CITY_KMZ|ZIP|2019-09-05|2023-02-20|f3929936-8299-4fd7-9153-d7b712cb5262|64265
587|mahirlair_city|MAHIRLAIR_CITY_csv|CSV|2019-09-18|2023-02-20|aefa18aa-e4fb-4356-b484-4706c7bd4f81|20712
587|mahirlair_city|מטאדאטה|XLSX|2020-11-02|2023-02-20|602c53da-2fc8-4d60-a2f0-97a65aae3030|13814
588|mahirlair_intercity|MAHIRLAIR_INTERCITY_SHP|SHP|2019-09-02|2021-03-07|8f4a2e6a-fef0-4502-b9cf-c311b704a868|51552
588|mahirlair_intercity|MAHIRLAIR_INTERCITY_KMZ|KMZ|2019-09-05|2021-03-07|d0f81006-1fc7-4c2a-a7af-801def7489b2|508
588|mahirlair_intercity|MAHIRLAIR_INTERCITY_csv|CSV|2019-09-18|2021-03-07|f8d10236-32b5-43bd-9f65-cfcfdf814523|4415
588|mahirlair_intercity|מטאדאטה|PDF|2020-11-02|2021-03-07|94408ab2-aa37-44c0-bc12-bf1cb1a469fa|197172
589|mahozot|מחוזות המשרד להגנת הסביבה|XML|2016-04-19|2020-06-03|ac67c0f4-efdd-4c32-953e-813d25c40c09|1605603
589|mahozot|mahoz_version_MAY2020.zip|GDB|2020-06-03|2020-06-03|06884bcd-f23e-4bbb-a9b0-0314f3688586|679131
590|mamtziim_patents|ממציאים לבקשות פטנטים|CSV|2019-11-13|2023-03-24|abd0e8c3-0b0d-4581-9166-923a3b21bdda|21030589
591|mandatory-standards|מאגר תקנים רשמיים|CSV|2020-10-06|2023-03-24|1a4d94e2-369a-488d-a223-eb1020612fbd|765957
591|mandatory-standards|תקנים המאושרים ליבוא תחת מסלול תקינה בינלאומית|CSV|2023-01-17|2023-03-24|bb8b098e-40dd-47e6-927b-42c8a6339cce|195076
591|mandatory-standards|אכרזת תקנים ברשומות|CSV|2023-03-06|2023-03-07|d8611d0e-f5c8-4552-8615-da37e920f07b|80836
592|manpowerconstructors|רשימת קבלני כח אדם מורשים|CSV|2021-08-10|2023-03-22|5938933b-35ce-4a73-9026-59ea377ee1b0|272252
593|manpowercrane|קבלני כוח אדם בעלי היתר להעסקת עגורנאי צריח|CSV|2022-07-06|2023-03-22|74cfb7ef-202a-409b-be08-33fb499b77de|14191
594|marks|סמני מסחר כולל דמות|CSV|2020-01-13|2020-01-13|33828839-17f2-4882-b775-3e136ea3f2c0|537393
595|mashkonot|תצוגת משכונות|CSV|2019-10-23|2023-03-24|e7266a9c-fed6-40e4-a28e-8cddc9f44842|636928841
595|mashkonot|הוראות לפתיחת קובץ מאגר באמצעות תוכנת excel|PDF|2021-06-08|2021-06-08|5779affe-3204-45c8-b31c-690a4f80b66e|968126
597|mataan_ashkelon|MATAAN_ASHKELON_SHP|ZIP|2021-03-07|2023-02-20|3b19be6d-bb7a-4012-8c62-82e400214d3c|26449
597|mataan_ashkelon|MATAAN_ASHKELON_KMZ|ZIP|2021-03-07|2023-02-20|405b031d-f36f-47ee-ac03-07417fe3d38e|518
597|mataan_ashkelon|MATAAN_ASHKELON_csv|CSV|2021-03-07|2023-02-20|06980e45-e0a9-4f12-912c-ea4ae8392f30|1642
597|mataan_ashkelon|MATAAN_ASHKELON_METADATA|XLSX|2021-03-07|2023-02-20|c52b82c1-e1a6-40ac-9ab7-741f70d0752e|13659
598|mataan_hdr_ntn|MATAAN_HDR_NTN_SHP|ZIP|2021-12-27|2023-02-20|0b3cc1f9-629e-492b-99d8-d04d36ca8514|12097
598|mataan_hdr_ntn|MATAAN_HDR_NTN_KMZ|ZIP|2021-12-27|2023-02-20|e8281995-f09a-494a-8d11-004c3f0112ef|516
598|mataan_hdr_ntn|MATAAN_HDR_NTN_CSV|CSV|2021-12-27|2023-02-20|03bcb366-0468-4cbe-8f89-eac1e7866356|830
598|mataan_hdr_ntn|מטאדאטה|XLSX|2021-12-27|2023-02-20|656aa53f-6018-4a64-adee-6092c2839059|13741
599|matash|מכוני טיהור שפכים 2015|XLSX|2017-06-20|2017-06-20|50fc7ac9-4da1-46a6-99da-1c211e31959f|None
600|maxdischarge_yearlyvolume|תחנות - ספיקות שיא ונפחים שנתיים|CSV|2022-05-09|2023-03-01|fe88ac88-8c30-4b33-9ea8-ea6a050e0951|705432
601|max_min_longtermforecast|פורמט נתונים חזויים - טמפרטורות מקסימום ומינימום|DOCX|2021-05-05|2021-07-04|3bce3a86-480e-4543-b9cc-70935ccc617f|33525
601|max_min_longtermforecast|AFULA_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-07-04|25fdc3df-fa72-4fe2-80f7-05ca0f35611e|41432534
601|max_min_longtermforecast|AKKO_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-07-04|5a3ca0be-4e9e-4d54-ae1b-37dd7a0150bf|41432114
601|max_min_longtermforecast|BEER-SHEVA_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|b0f78f49-923e-4492-aff5-39fc85750d48|47707624
601|max_min_longtermforecast|BEIT-JIMAL_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|d3545a50-a164-4404-96b7-f6e9372f62f0|47728931
601|max_min_longtermforecast|BESOR-FARM_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-07-04|19db45dc-e803-4e4f-8f6f-8a5a8c24aa00|41429312
601|max_min_longtermforecast|BET-DAGAN_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-07-04|c20e2292-5065-49ed-861d-f75f6cdd9c7d|41430434
601|max_min_longtermforecast|BET-ZAYDA_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-07-04|6966de5e-a904-4bb0-92d5-fe15e29a12aa|41431029
601|max_min_longtermforecast|DAFNA_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|29bcaaed-35a4-4168-aa9a-2f7af64d9bd1|47713071
601|max_min_longtermforecast|DOROT_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|225800f5-361b-47d9-86ef-6fe7ba99fe90|47713470
601|max_min_longtermforecast|ELAT_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|6ea7ca42-3c31-43cf-b688-50c8591e69be|47736438
601|max_min_longtermforecast|EN-HAHORESH_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|4e990d04-cba4-4011-ad9f-387933c5b9bb|47705408
601|max_min_longtermforecast|GALED_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-07-04|03456dee-a0cf-4b1a-b8d7-7a844cb410e2|41430948
601|max_min_longtermforecast|JERUSALEM-CENTRE_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|70ae46eb-3e28-4b5e-ad0f-849ff1d6dfbc|47706636
601|max_min_longtermforecast|KEFAR-BLUM_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|3e36616c-5d03-4e6f-98ee-e4eb50eec64b|47707032
601|max_min_longtermforecast|KEFAR-YEHOSHUA_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|eaed4c3e-3610-493e-ab8c-4550c37da720|47700716
601|max_min_longtermforecast|Lahav_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|b3580218-d37a-4edb-abfe-ce557b007836|47712948
601|max_min_longtermforecast|NEGBA_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|5fc63505-a75d-43b3-a04c-3ea1c1c3a692|47715089
601|max_min_longtermforecast|QEVUZAT-YAVNE_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|678a7cc8-9515-4984-b15f-936e2d9fc338|47719461
601|max_min_longtermforecast|SEDE-BOQER_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-07-04|4242c55b-fa12-4962-88a6-c9373c46bb2e|41431584
601|max_min_longtermforecast|SEDE-ELIYYAHU_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-07-04|36232ca8-de54-44ec-a1cc-6ecfa55b5c8e|41430218
601|max_min_longtermforecast|SEDOM_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|a36a85cc-9354-4e6e-8641-e933497190d6|47738273
601|max_min_longtermforecast|TAVOR-KADOORIE_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-07-04|cc1424ed-997b-406d-8624-652975fcaff8|41430735
601|max_min_longtermforecast|TEL-AVIV-COAST_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|b9caf5d8-9916-47da-a55b-3bff4a8a4c8d|47738719
601|max_min_longtermforecast|Yotvata_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|1ea083e9-e105-4f4f-9166-5f0f70356dcc|47723262
601|max_min_longtermforecast|ZEFAT-HAR-KENAAN_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-05-05|8d2e0ae9-8faa-4e28-aa52-1d10b6a43e15|47678108
601|max_min_longtermforecast|ZEMAH_tmin_tmax_12models_rcp45_rcp85_QDM.csv|CSV|2021-05-05|2021-07-04|a01d314d-cd80-4724-bf31-452a83f65ae9|41429502
602|mazon|רשימת מוצרי מזון וחומרי גלם מיובאים 22.03.2023|CSV|2020-08-09|2023-03-22|4cc6c561-5975-4bac-904f-c06489ceeb6d|13873889
603|mdn-status|גליון רשימת מדינות |XLSX|2017-12-14|2020-12-16|b1fdc757-07e3-4875-a023-99e59ac44f24|36620
604|measlescoverage|כיסוי חיסוני של חצבת בקרב תלמידי כיתות א'|XLSX|2018-11-12|2018-11-12|1ed79571-04e9-46dc-8b55-566ee78bf9da|68682
605|mechir-lamishtaken|מעקב אחר הגרלות דירה בהנחה|CSV|2019-01-08|2023-03-19|7c8255d0-49ef-49db-8904-4cf917586031|506265
605|mechir-lamishtaken|דירות למכירה ללא הגרלה|CSV|2019-03-07|2023-03-19|ea93b3c9-15e2-4b74-a632-097ee53737e4|564
606|medical-tourism-agent-list|רשימת סוכני תיירות מרפא|XLSX|2023-03-16|2023-03-16|2ccc36ae-b6e3-4592-969e-80fc22f48a40|25419
606|medical-tourism-agent-list|רשימת סוכני תיירות מרפא - אנגלית|XLSX|2023-03-19|2023-03-19|42fd5d56-ae5c-45f1-9254-ebe88a712133|25944
607|mef|תצלום אויר 2015 2 מטר - גליון מעלה אפרים|ZIP|2017-11-02|2017-11-02|5fd44687-6adc-44e9-88ee-c411dbec8c9d|None
608|mehir_yevuan|יבואנים ומחירוני רכב חדש|CSV|2021-05-13|2023-03-24|39f455bf-6db0-4926-859d-017f34eacbcb|5125855
609|membership-in-liquidation|חברות בפרוק מרצון בהליך מזורז|CSV|2019-09-26|2023-03-24|6f3f0df3-5968-4135-81c5-8dd76bf89410|2961235
610|mentalhealthclinics|מרפאות בריאות הנפש - משרד הבריאות|XLSX|2018-04-15|2022-07-24|f7a7b061-db5b-4e19-b1bf-2d7525af52ca|91166
612|meonotyommaaleadumim|רשימת מעונות יום|CSV|2021-03-21|2023-02-09|93b07b08-9234-4502-bee0-a054110dd0a3|1282
613|merchav_tichnun|קישור למידע תכנוני של מינהל התכנון - מרחבי תכנון||2018-12-09|--|5853b3f1-cf17-46d6-ada8-2e8282ce4a26|None
614|merhavironi|MERHAVIRONI_SHP|SHP|2021-08-05|2021-08-05|197d3650-5bcc-460a-b60f-1d11d9046471|715802
614|merhavironi|MERHAVIRONI_KMZ|KMZ|2021-08-05|2021-08-05|8ddb6911-77b8-4c67-8ecd-3610e4d035fe|481
614|merhavironi|MERHAVIRONI_csv|CSV|2021-08-05|2021-08-05|8ff4b8e8-e412-42dd-b593-8072e303631d|4538
614|merhavironi|קובץ מטאדאטה|PDF|2021-08-05|2021-08-05|6f804de6-de08-4945-8eef-bc1912746b18|188241
615|metachnenim|רשימת מודדים ומתכננים|CSV|2017-11-15|2023-03-01|a8ca5203-7adc-4bc1-a0ed-3fd4eaa74dcc|404052
616|metadata|הסבר ואופן השימוש במערך נתונים הומוגניים|PDF|2021-11-03|2021-11-03|12b62ada-23b2-43bb-9deb-c7b7f53dd5e7|670006
